Country,Life expectancy , BMI 
Serbia,73,53.9
Serbia,73,53.3
Serbia,73,52.8
Serbia,72.9,52.2
Serbia,73.1,51.7
Serbia,72.6,51.2
Seychelles,73.2,37.4
Seychelles,73,36.2
Seychelles,72.9,35.5
Seychelles,72.7,34.8
Seychelles,72.6,34.2
Seychelles,72.4,33.5
Seychelles,72.3,32.4
Seychelles,72.2,31.8
Seychelles,72.2,31.2
Seychelles,72.2,3.7
Seychelles,72.2,3.1
Seychelles,72.1,29.2
Seychelles,72.1,28.7
Seychelles,72.1,28.1
Seychelles,72,27.6
Seychelles,71.8,27.1
Sierra Leone,51,24.4
Sierra Leone,48.1,23.8
Sierra Leone,54,23.3
Sierra Leone,49.7,22.7
Sierra Leone,48.9,22.2
Sierra Leone,48.1,21.7
Sierra Leone,47.1,21.2
Sierra Leone,46.2,2.7
Sierra Leone,45.3,2.2
Sierra Leone,44.3,19.7
Sierra Leone,43.3,19.2
Sierra Leone,42.3,18.8
Sierra Leone,41.5,18.4
Sierra Leone,48,17.9
Sierra Leone,41,17.5
Sierra Leone,39,17.2
Singapore,83.1,33.2
Singapore,82.9,32.9
Singapore,82.7,32.7
Singapore,82.5,32.4
Singapore,82.2,32.1
Singapore,82,31.8
Singapore,81.7,31.5
Singapore,81.4,31.2
Singapore,81.1,3.9
Singapore,87,3.5
Singapore,82,3.2
Singapore,79.7,29.9
Singapore,79.3,29.6
Singapore,79,29.2
Singapore,78.7,28.9
Singapore,78.3,28.5
Slovakia,76.7,59.1
Slovakia,76.4,58.4
Slovakia,76.1,57.8
Slovakia,75.8,57.2
Slovakia,75.6,56.5
Slovakia,75.1,55.9
Slovakia,75,55.3
Slovakia,74.7,54.8
Slovakia,74.4,54.2
Slovakia,74.3,53.7
Slovakia,74,53.1
Slovakia,74.1,52.6
Slovakia,73.8,52.1
Slovakia,73.7,51.6
Slovakia,73.3,51.1
Slovakia,73,5.7
Slovenia,88,6.1
Slovenia,87,59.5
Slovenia,85,58.9
Slovenia,82,58.2
Slovenia,79.8,57.6
Slovenia,79.5,57
Slovenia,79.1,56.4
Slovenia,78.9,55.8
Slovenia,78.3,55.2
Slovenia,78.1,54.7
Slovenia,77.5,54.1
Slovenia,77.2,53.5
Slovenia,76.5,52.9
Slovenia,76.6,52.3
Slovenia,76.2,51.8
Slovenia,76,51.2
Solomon Islands,69.2,5.5
Solomon Islands,68.8,49.7
Solomon Islands,68.8,48.9
Solomon Islands,68.7,48.1
Solomon Islands,68.5,47.2
Solomon Islands,68.3,46.4
Solomon Islands,68.1,45.5
Solomon Islands,68,44.7
Solomon Islands,67.6,43.8
Solomon Islands,67.6,43
Solomon Islands,67.4,42.1
Solomon Islands,67.1,41.3
Solomon Islands,66.8,4.4
Solomon Islands,66.5,39.6
Solomon Islands,66.2,38.7
Solomon Islands,65.8,37.9
Somalia,55,24.3
Somalia,54.3,23.8
Somalia,54.2,23.3
Somalia,53.1,22.9
Somalia,53.1,22.4
Somalia,52.4,22
Somalia,52.2,21.5
Somalia,51.9,21.1
Somalia,51.5,2.7
Somalia,51.5,2.2
Somalia,51.6,19.8
Somalia,51.2,19.4
Somalia,51.1,19
Somalia,58,18.6
Somalia,57,18.2
Somalia,55,17.8
South Africa,62.9,51.1
South Africa,62,5.3
South Africa,69,49.5
South Africa,59.2,48.7
South Africa,58.9,47.9
South Africa,58,47.2
South Africa,56.5,46.4
South Africa,55.3,45.7
South Africa,54.5,45
South Africa,54,44.3
South Africa,53.8,43.6
South Africa,53.7,42.9
South Africa,54,42.2
South Africa,54.9,41.6
South Africa,56,4.9
South Africa,57.3,4.1
South Sudan,57.3,
South Sudan,56.6,
South Sudan,56.4,
South Sudan,56,
South Sudan,55.4,
South Sudan,55,
South Sudan,54.3,
South Sudan,53.6,
South Sudan,53.1,
South Sudan,52.5,
South Sudan,51.9,
South Sudan,51.4,
South Sudan,58,
South Sudan,52,
South Sudan,49.6,
South Sudan,48.9,
Spain,82.8,66.6
Spain,82.6,66
Spain,82.4,65.4
Spain,82,64.8
Spain,82.1,64.1
Spain,81.9,63.5
Spain,81.6,62.9
Spain,81.3,62.3
Spain,89,61.7
Spain,88,61.1
Spain,81,6.5
Spain,81,59.9
Spain,79.4,59.3
Spain,79.5,58.8
Spain,79.4,58.2
Spain,79.1,57.6
Sri Lanka,74.9,23.4
Sri Lanka,74.7,22.7
Sri Lanka,74.6,21.9
Sri Lanka,74.5,21.2
Sri Lanka,74.5,2.5
Sri Lanka,74.5,19.8
Sri Lanka,71.8,19.2
Sri Lanka,72.3,18.5
Sri Lanka,73.7,17.9
Sri Lanka,73.8,17.2
Sri Lanka,74.2,16.6
Sri Lanka,69.1,16.1
Sri Lanka,73.9,15.6
Sri Lanka,73.7,15.1
Sri Lanka,72.7,14.6
Sri Lanka,71.5,14.1
Sudan,64.1,
Sudan,63.8,
Sudan,63.5,
Sudan,63.2,
Sudan,62.7,
Sudan,62.5,
Sudan,62,
Sudan,61.8,
Sudan,61.4,
Sudan,61,
Sudan,67,
Sudan,59.7,
Sudan,59.6,
Sudan,59.4,
Sudan,58.9,
Sudan,58.6,
Suriname,71.6,58.3
Suriname,71.4,57.7
Suriname,71.2,57
Suriname,71.3,56.3
Suriname,76,55.5
Suriname,73,54.8
Suriname,70,54.1
Suriname,69.8,53.3
Suriname,69.5,52.6
Suriname,69.3,51.8
Suriname,68.9,51.1
Suriname,68.3,5.4
Suriname,68,49.7
Suriname,67.9,49
Suriname,67.7,48.3
Suriname,67.4,47.6
Swaziland,58.9,32.3
Swaziland,58.4,31.8
Swaziland,57.6,31.2
Swaziland,56.5,3.7
Swaziland,55,3.2
Swaziland,53.6,29.7
Swaziland,52.6,29.3
Swaziland,51.4,28.9
Swaziland,50,28.5
Swaziland,47.8,28.2
Swaziland,46,27.8
Swaziland,45.6,27.4
Swaziland,45.9,27.1
Swaziland,46.4,26.7
Swaziland,47.1,26.3
Swaziland,48.4,25.9
Sweden,82.4,59.5
Sweden,82.3,59
Sweden,81.9,58.5
Sweden,81.7,58.1
Sweden,81.7,57.7
Sweden,81.5,57.3
Sweden,81.4,56.9
Sweden,81.1,56.5
Sweden,89,56.1
Sweden,88,55.7
Sweden,85,55.3
Sweden,83,54.9
Sweden,82,54.4
Sweden,79.9,53.9
Sweden,79.8,53.4
Sweden,79.6,52.8
Switzerland,83.4,57.4
Switzerland,83.2,57
Switzerland,83,56.6
Switzerland,82.7,56.2
Switzerland,82.6,55.8
Switzerland,82.3,55.4
Switzerland,82.1,55
Switzerland,82,54.6
Switzerland,81.7,54.1
Switzerland,81.5,53.7
Switzerland,81.1,53.2
Switzerland,81,52.8
Switzerland,85,52.3
Switzerland,84,51.8
Switzerland,82,51.3
Switzerland,79.7,5.8
Syrian Arab Republic,64.5,57.1
Syrian Arab Republic,64.4,56.2
Syrian Arab Republic,63.6,55.2
Syrian Arab Republic,62.8,54.2
Syrian Arab Republic,71.7,53.2
Syrian Arab Republic,73.7,52.3
Syrian Arab Republic,73.8,51.3
Syrian Arab Republic,73.8,5.4
Syrian Arab Republic,73.8,49.4
Syrian Arab Republic,73.7,48.5
Syrian Arab Republic,73.5,47.6
Syrian Arab Republic,73.2,46.8
Syrian Arab Republic,73,46
Syrian Arab Republic,72.8,45.3
Syrian Arab Republic,72.7,44.6
Syrian Arab Republic,72.6,43.9
Tajikistan,69.7,4.7
Tajikistan,69.6,39.9
Tajikistan,69.3,39
Tajikistan,68.8,38.2
Tajikistan,68.1,37.4
Tajikistan,67.3,36.6
Tajikistan,66.7,35.9
Tajikistan,66.4,35.3
Tajikistan,66.1,34.7
Tajikistan,65.9,34.1
Tajikistan,65.5,33.5
Tajikistan,65.9,33
Tajikistan,65.2,32.5
Tajikistan,64.3,32.1
Tajikistan,64,31.6
Tajikistan,63.7,31.3
Thailand,74.9,33.6
Thailand,74.6,32.4
Thailand,74.5,31.3
Thailand,74.3,3.1
Thailand,74.1,29
Thailand,73.9,27.9
Thailand,73.7,26.8
Thailand,73.5,25.7
Thailand,73.3,24.6
Thailand,73,23.6
Thailand,72.5,22.6
Thailand,71.6,21.7
Thailand,71.7,2.9
Thailand,71.4,2.2
Thailand,71.2,19.4
Thailand,71.1,18.7
The former Yugoslav republic of Macedonia,75.7,6.3
The former Yugoslav republic of Macedonia,75.5,59.7
The former Yugoslav republic of Macedonia,75.3,59.1
The former Yugoslav republic of Macedonia,75.1,58.5
The former Yugoslav republic of Macedonia,74.9,57.9
The former Yugoslav republic of Macedonia,74.7,57.4
The former Yugoslav republic of Macedonia,74.4,56.9
The former Yugoslav republic of Macedonia,74.2,56.4
The former Yugoslav republic of Macedonia,73.5,55.9
The former Yugoslav republic of Macedonia,73.7,55.4
The former Yugoslav republic of Macedonia,73.6,54.9
The former Yugoslav republic of Macedonia,73.5,54.5
The former Yugoslav republic of Macedonia,73.2,54.1
The former Yugoslav republic of Macedonia,72.8,53.6
The former Yugoslav republic of Macedonia,73.1,53.2
The former Yugoslav republic of Macedonia,72.6,52.7
Timor-Leste,68.3,17.4
Timor-Leste,68,17
Timor-Leste,67.7,16.6
Timor-Leste,67.4,16.2
Timor-Leste,67.2,15.8
Timor-Leste,66.9,15.5
Timor-Leste,66.6,15.1
Timor-Leste,66.2,14.7
Timor-Leste,65.8,14.2
Timor-Leste,64.9,13.9
Timor-Leste,63.7,13.5
Timor-Leste,62.3,13.2
Timor-Leste,61,12.9
Timor-Leste,62,12.6
Timor-Leste,59.4,12.3
Timor-Leste,58.7,11.9
Togo,59.9,24.3
Togo,59.7,23.7
Togo,59.4,23.1
Togo,58.9,22.6
Togo,58.3,22
Togo,57.4,21.4
Togo,56.7,2.9
Togo,56.2,2.4
Togo,55.9,19.8
Togo,55.7,19.3
Togo,55,18.9
Togo,54.9,18.4
Togo,54.7,17.9
Togo,54.7,17.5
Togo,54.6,17.1
Togo,54.6,16.6
Tonga,73.5,75.2
Tonga,73.3,74.8
Tonga,73.2,74.3
Tonga,73,73.8
Tonga,72.9,73.3
Tonga,72.8,72.7
Tonga,72.5,72.1
Tonga,72.6,71.5
Tonga,72.5,7.8
Tonga,72.4,7.1
Tonga,72.3,69.4
Tonga,72.2,68.6
Tonga,72,67.8
Tonga,71.9,67
Tonga,71.8,66.2
Tonga,71.6,65.5
Trinidad and Tobago,71.2,47.1
Trinidad and Tobago,71.1,46
Trinidad and Tobago,71,45
Trinidad and Tobago,78,44
Trinidad and Tobago,76,43
Trinidad and Tobago,74,42
Trinidad and Tobago,71,41.1
Trinidad and Tobago,69.9,4.2
Trinidad and Tobago,69.7,39.3
Trinidad and Tobago,69.6,38.4
Trinidad and Tobago,69.5,37.6
Trinidad and Tobago,69.4,36.8
Trinidad and Tobago,69.3,36
Trinidad and Tobago,69.2,35.2
Trinidad and Tobago,69.1,34.4
Trinidad and Tobago,69.1,33.6
Tunisia,75.3,61.2
Tunisia,75.1,6.2
Tunisia,74.9,59.3
Tunisia,74.9,58.3
Tunisia,74.8,57.4
Tunisia,74.8,56.5
Tunisia,74.7,55.6
Tunisia,74.7,54.7
Tunisia,74.6,53.9
Tunisia,74.4,53.1
Tunisia,74.2,52.2
Tunisia,74,51.4
Tunisia,73.7,5.6
Tunisia,73.5,49.7
Tunisia,73.2,48.9
Tunisia,72.9,48.1
Turkey,75.8,66.1
Turkey,75.5,65.3
Turkey,75.2,64.5
Turkey,74.8,63.7
Turkey,74.5,62.8
Turkey,74.2,61.9
Turkey,73.9,61.1
Turkey,73.5,6.2
Turkey,73.2,59.3
Turkey,72.8,58.5
Turkey,72.4,57.6
Turkey,72,56.8
Turkey,71.6,55.9
Turkey,71.2,55.1
Turkey,78,54.3
Turkey,74,53.5
Turkmenistan,66.3,48.6
Turkmenistan,66,47.7
Turkmenistan,65.4,46.7
Turkmenistan,65.6,45.9
Turkmenistan,65.6,45
Turkmenistan,65.8,44.2
Turkmenistan,65.6,43.4
Turkmenistan,64.5,42.7
Turkmenistan,64.1,42
Turkmenistan,63.7,41.3
Turkmenistan,63.3,4.7
Turkmenistan,63.5,4
Turkmenistan,63.4,39.4
Turkmenistan,63.3,38.7
Turkmenistan,64,38.1
Turkmenistan,63.8,37.5
Tuvalu,,79.3
Uganda,62.3,18.5
Uganda,61.5,18.1
Uganda,67,17.6
Uganda,60,17.2
Uganda,59.3,16.7
Uganda,58.4,16.3
Uganda,57.5,15.9
Uganda,56.3,15.6
Uganda,55.5,15.2
Uganda,54.9,14.8
Uganda,53.2,14.5
Uganda,51.3,14.2
Uganda,51,13.9
Uganda,48.8,13.6
Uganda,47.7,13.3
Uganda,46.6,13
Ukraine,71.3,61.3
Ukraine,78,6.7
Ukraine,71,6.1
Ukraine,77,59.6
Ukraine,75,59
Ukraine,69.8,58.5
Ukraine,69.2,58
Ukraine,67.7,57.6
Ukraine,67.5,57.2
Ukraine,67.7,56.8
Ukraine,67,56.4
Ukraine,67.4,56.1
Ukraine,67.6,55.7
Ukraine,67.6,55.4
Ukraine,67.7,55.1
Ukraine,67.5,54.8
United Arab Emirates,77.1,64.2
United Arab Emirates,76.9,62.4
United Arab Emirates,76.7,6.5
United Arab Emirates,76.5,58.6
United Arab Emirates,76.3,57.1
United Arab Emirates,76.2,55.8
United Arab Emirates,76,55.1
United Arab Emirates,75.8,54.8
United Arab Emirates,75.6,55.1
United Arab Emirates,75.4,55.8
United Arab Emirates,75.3,56.6
United Arab Emirates,75.1,57
United Arab Emirates,74.9,56.8
United Arab Emirates,74.7,56
United Arab Emirates,74.5,55
United Arab Emirates,74.2,54.1
United Kingdom of Great Britain and Northern Ireland,81.2,66.6
United Kingdom of Great Britain and Northern Ireland,81,66
United Kingdom of Great Britain and Northern Ireland,87,65.4
United Kingdom of Great Britain and Northern Ireland,86,64.8
United Kingdom of Great Britain and Northern Ireland,86,64.2
United Kingdom of Great Britain and Northern Ireland,82,63.6
United Kingdom of Great Britain and Northern Ireland,81,63.1
United Kingdom of Great Britain and Northern Ireland,79.6,62.5
United Kingdom of Great Britain and Northern Ireland,79.5,61.9
United Kingdom of Great Britain and Northern Ireland,79.3,61.3
United Kingdom of Great Britain and Northern Ireland,79,6.7
United Kingdom of Great Britain and Northern Ireland,78.8,6.1
United Kingdom of Great Britain and Northern Ireland,78.3,59.5
United Kingdom of Great Britain and Northern Ireland,78.2,58.8
United Kingdom of Great Britain and Northern Ireland,78,58.2
United Kingdom of Great Britain and Northern Ireland,77.8,57.5
United Republic of Tanzania,61.8,23.8
United Republic of Tanzania,67,23.2
United Republic of Tanzania,59.7,22.5
United Republic of Tanzania,58.6,21.9
United Republic of Tanzania,58.3,21.3
United Republic of Tanzania,57.5,2.7
United Republic of Tanzania,56.9,2.2
United Republic of Tanzania,56.2,19.6
United Republic of Tanzania,54.5,19.1
United Republic of Tanzania,53.1,18.6
United Republic of Tanzania,52.2,18.1
United Republic of Tanzania,51.5,17.7
United Republic of Tanzania,58,17.2
United Republic of Tanzania,52,16.8
United Republic of Tanzania,49.6,16.4
United Republic of Tanzania,49.2,16
United States of America,79.3,69.6
United States of America,79.1,69.1
United States of America,78.9,68.6
United States of America,78.8,68
United States of America,78.7,67.5
United States of America,78.7,66.9
United States of America,78.5,66.3
United States of America,78.2,65.7
United States of America,78.1,65.1
United States of America,77.8,64.4
United States of America,77.5,63.8
United States of America,77.5,63.1
United States of America,77.2,62.4
United States of America,77,61.7
United States of America,76.9,6.9
United States of America,76.8,6.1
Uruguay,77,64
Uruguay,76.8,63.4
Uruguay,76.8,62.9
Uruguay,76.5,62.3
Uruguay,77,61.8
Uruguay,76.3,61.2
Uruguay,76.6,6.7
Uruguay,76.4,6.1
Uruguay,75.4,59.5
Uruguay,76.2,58.9
Uruguay,75.7,58.3
Uruguay,75.4,57.7
Uruguay,75.4,57
Uruguay,75.4,56.3
Uruguay,75.2,55.7
Uruguay,75.1,55
Uzbekistan,69.4,44.7
Uzbekistan,69.2,43.9
Uzbekistan,69.1,43
Uzbekistan,68.8,42.2
Uzbekistan,68.5,41.4
Uzbekistan,68.3,4.7
Uzbekistan,68,4
Uzbekistan,67.9,39.3
Uzbekistan,67.8,38.7
Uzbekistan,67.6,38.1
Uzbekistan,67.3,37.5
Uzbekistan,67.8,37
Uzbekistan,67.2,36.4
Uzbekistan,67.1,35.9
Uzbekistan,67.4,35.3
Uzbekistan,67.1,34.8
Vanuatu,72,53.3
Vanuatu,71.7,52.5
Vanuatu,71.6,51.7
Vanuatu,71.4,5.8
Vanuatu,71.2,49.9
Vanuatu,71,49.1
Vanuatu,78,48.2
Vanuatu,75,47.4
Vanuatu,73,46.6
Vanuatu,71,45.7
Vanuatu,69.9,44.9
Vanuatu,69.6,44.1
Vanuatu,69.4,43.3
Vanuatu,69.3,42.6
Vanuatu,69.1,41.9
Vanuatu,69,41.1
Venezuela (Bolivarian Republic of),74.1,62.1
Venezuela (Bolivarian Republic of),73.9,61.5
Venezuela (Bolivarian Republic of),73.8,61
Venezuela (Bolivarian Republic of),73.7,6.4
Venezuela (Bolivarian Republic of),73.8,59.9
Venezuela (Bolivarian Republic of),73.7,59.3
Venezuela (Bolivarian Republic of),73.6,58.8
Venezuela (Bolivarian Republic of),73.2,58.2
Venezuela (Bolivarian Republic of),73.4,57.6
Venezuela (Bolivarian Republic of),73.6,57.1
Venezuela (Bolivarian Republic of),73.6,56.5
Venezuela (Bolivarian Republic of),73.3,55.9
Venezuela (Bolivarian Republic of),72.4,55.3
Venezuela (Bolivarian Republic of),73.1,54.7
Venezuela (Bolivarian Republic of),72.5,54.1
Venezuela (Bolivarian Republic of),72.5,53.4
Viet Nam,76,17.5
Viet Nam,75.9,16.7
Viet Nam,75.7,16
Viet Nam,75.6,15.3
Viet Nam,75.4,14.7
Viet Nam,75.2,14
Viet Nam,75,13.4
Viet Nam,74.9,12.9
Viet Nam,74.7,12.3
Viet Nam,74.6,11.8
Viet Nam,74.4,11.3
Viet Nam,74.2,1.9
Viet Nam,74,1.4
Viet Nam,73.8,1
Viet Nam,73.6,9.6
Viet Nam,73.4,9.2
Yemen,65.7,41.3
Yemen,65.4,4.4
Yemen,65.4,39.6
Yemen,64.7,38.7
Yemen,64.6,37.9
Yemen,64.4,37.2
Yemen,64.1,36.4
Yemen,63.8,35.7
Yemen,63.4,35.1
Yemen,63,34.5
Yemen,62.6,33.9
Yemen,62.2,33.3
Yemen,61.9,32.7
Yemen,61.5,32.2
Yemen,61.1,31.7
Yemen,68,31.2
Zambia,61.8,23.4
Zambia,61.1,22.8
Zambia,63,22.3
Zambia,59.2,21.7
Zambia,58.2,21.2
Zambia,58,2.7
Zambia,57.4,2.2
Zambia,55.7,19.7
Zambia,52.6,19.2
Zambia,58,18.8
Zambia,49.3,18.4
Zambia,47.9,18
Zambia,46.4,17.6
Zambia,45.5,17.3
Zambia,44.6,17.1
Zambia,43.8,16.8
Zimbabwe,67,31.8
Zimbabwe,59.2,31.3
Zimbabwe,58,3.8
Zimbabwe,56.6,3.3
Zimbabwe,54.9,29.9
Zimbabwe,52.4,29.4
Zimbabwe,50,29
Zimbabwe,48.2,28.6
Zimbabwe,46.6,28.2
Zimbabwe,45.4,27.9
Zimbabwe,44.6,27.5
Zimbabwe,44.3,27.1
Zimbabwe,44.5,26.7
Zimbabwe,44.8,26.3
Zimbabwe,45.3,25.9
Zimbabwe,46,25.5
